epoch,train_loss,val_loss
1,0.17201842253308486,0.15048319237165503
2,0.14889218020114567,0.14924779054221263
3,0.14465188989938288,0.1468134829337416
4,0.14112847413953775,0.1477290064984065
5,0.13793235457818895,0.14815164497290279
6,0.13469786966594532,0.14852569150042447
7,0.13137510692448703,0.14875861180657085
8,0.1275110845223512,0.15240164246369786
9,0.12334856212065362,0.15303486643446482
10,0.11899471070260892,0.15586690838694142
11,0.10616906356103349,0.16386150326647053
12,0.09887624498788673,0.1700641404339768
13,0.09272948288890494,0.17871707169480272
