epoch,train_loss,val_loss
1,0.1692330187598471,0.15208241815547652
2,0.14844736459944705,0.14771269996136105
3,0.1443845999885117,0.14697636911369832
4,0.1409339395539202,0.14673616649710744
5,0.13772253932511255,0.14722404782307277
6,0.13444732393909603,0.14822518544453145
7,0.1310515121092694,0.150365506470311
8,0.12692324010649136,0.15205326427567736
9,0.12300257646039177,0.15515136756406364
10,0.11113263950022337,0.15873640738024178
11,0.10401197179856866,0.1664695200453166
12,0.09802664078083566,0.1726773810246791
